(-0.23882,0.96512),(0.07344,0.01817),(0.00083,-0.00335),(-0.00010,-0.00003),(0.00000,0.00000),(0.00000,0.00000),(0.07344,0.01817),(0.00131,-0.00530),(-0.00023,-0.00006),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00083,-0.00335),(-0.00023,-0.00006),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00010,-0.00003),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000)
(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00009,-0.00002),(0.00039,-0.00158),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00012,-0.00003),(0.00078,-0.00316),(0.05887,0.01457),(0.00000,0.00000),(0.00000,0.00000),(-0.00004,-0.00001),(0.00039,-0.00158),(0.04645,0.01149),(-0.23911,0.96630),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00009,-0.00002),(0.00065,-0.00263),(0.05410,0.01339),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00006,-0.00001),(0.00029,-0.00116),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000)
(-0.00010,-0.00003),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00100,-0.00402),(-0.00026,-0.00006),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.08804,0.02179),(0.00139,-0.00562),(-0.00021,-0.00005),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.23795,0.96160),(0.06123,0.01515),(0.00056,-0.00228),(-0.00005,-0.00001),(0.00000,0.00000),(0.00000,0.00000),(0.07773,0.01923),(0.00113,-0.00458),(-0.00016,-0.00004),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00057,-0.00229),(-0.00012,-0.00003),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000)
(0.00000,0.00000),(-0.00009,-0.00002),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00026,-0.00006),(0.00088,-0.00354),(-0.00027,-0.00007),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00139,-0.00560),(0.08215,0.02033),(0.00152,-0.00615),(-0.00022,-0.00006),(0.00000,0.00000),(0.00000,0.00000),(0.06123,0.01515),(-0.23752,0.95988),(0.07171,0.01774),(0.00064,-0.00259),(-0.00005,-0.00001),(0.00000,0.00000),(0.00114,-0.00459),(0.07181,0.01777),(0.00121,-0.00490),(-0.00016,-0.00004),(0.00000,0.00000),(0.00000,0.00000),(-0.00013,-0.00003),(0.00048,-0.00193),(-0.00012,-0.00003),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000)
(0.00000,0.00000),(0.00000,0.00000),(-0.00007,-0.00002),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00026,-0.00007),(0.00076,-0.00306),(-0.00022,-0.00006),(0.00000,0.00000),(0.00000,0.00000),(-0.00021,-0.00005),(0.00152,-0.00614),(0.07604,0.01881),(0.00137,-0.00553),(-0.00017,-0.00004),(0.00000,0.00000),(0.00056,-0.00228),(0.07171,0.01774),(-0.23762,0.96027),(0.06951,0.01720),(0.00052,-0.00212),(-0.00003,0.00000),(-0.00016,-0.00004),(0.00122,-0.00492),(0.06555,0.01622),(0.00105,-0.00424),(-0.00011,-0.00003),(0.00000,0.00000),(0.00000,0.00000),(-0.00012,-0.00003),(0.00039,-0.00158),(-0.00009,-0.00002),(0.00000,0.00000),(0.00000,0.00000)
(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00005,-0.00001),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00022,-0.00005),(0.00064,-0.00259),(-0.00016,-0.00004),(0.00000,0.00000),(0.00000,0.00000),(-0.00022,-0.00005),(0.00136,-0.00550),(0.06951,0.01720),(0.00106,-0.00427),(-0.00009,-0.00002),(-0.00005,-0.00001),(0.00064,-0.00259),(0.06951,0.01720),(-0.23807,0.96211),(0.05871,0.01453),(0.00030,-0.00122),(0.00000,0.00000),(-0.00016,-0.00004),(0.00106,-0.00427),(0.05871,0.01453),(0.00077,-0.00310),(-0.00005,-0.00001),(0.00000,0.00000),(0.00000,0.00000),(-0.00009,-0.00002),(0.00030,-0.00122),(-0.00005,-0.00001),(0.00000,0.00000)
(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00004,-0.00001),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00016,-0.00004),(0.00052,-0.00212),(-0.00009,-0.00002),(0.00000,0.00000),(0.00000,0.00000),(-0.00017,-0.00004),(0.00105,-0.00424),(0.06231,0.01542),(0.00065,-0.00263),(0.00000,0.00000),(-0.00005,-0.00001),(0.00052,-0.00212),(0.05871,0.01453),(-0.23872,0.96473),(0.04027,0.00996),(0.00000,0.00000),(0.00000,0.00000),(-0.00012,-0.00003),(0.00078,-0.00313),(0.05095,0.01261),(0.00043,-0.00174),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00006,-0.00001),(0.00021,-0.00087),(-0.00002,0.00000)
(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00003,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00009,-0.00002),(0.00041,-0.00165),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00009,-0.00002),(0.00064,-0.00260),(0.05410,0.01339),(0.00000,0.00000),(0.00000,0.00000),(-0.00003,0.00000),(0.00030,-0.00122),(0.04027,0.00996),(-0.23940,0.96747),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00006,-0.00001),(0.00044,-0.00177),(0.04168,0.01031),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00002,0.00000),(0.00012,-0.00050)
(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00011,-0.00003),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00088,-0.00355),(-0.00021,-0.00005),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.07773,0.01923),(0.00114,-0.00459),(-0.00016,-0.00004),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.23860,0.96423),(0.05683,0.01406),(0.00048,-0.00193),(-0.00004,-0.00001),(0.00000,0.00000),(0.00000,0.00000),(0.05699,0.01410),(0.00076,-0.00307),(-0.00009,-0.00002),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000)
(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00009,-0.00002),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00021,-0.00005),(0.00076,-0.00307),(-0.00021,-0.00005),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00113,-0.00458),(0.07181,0.01777),(0.00122,-0.00492),(-0.00016,-0.00004),(0.00000,0.00000),(0.00000,0.00000),(0.05683,0.01406),(-0.23822,0.96272),(0.06563,0.01624),(0.00052,-0.00212),(-0.00004,0.00000),(0.00000,0.00000),(0.00076,-0.00308),(0.05193,0.01285),(0.00078,-0.00316),(-0.00009,-0.00002),(0.00000,0.00000),(0.00000,0.00000)
(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00007,-0.00002),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00021,-0.00005),(0.00064,-0.00259),(-0.00017,-0.00004),(0.00000,0.00000),(0.00000,0.00000),(-0.00016,-0.00004),(0.00121,-0.00490),(0.06555,0.01622),(0.00106,-0.00427),(-0.00012,-0.00003),(0.00000,0.00000),(0.00048,-0.00193),(0.06563,0.01624),(-0.23832,0.96311),(0.06231,0.01542),(0.00041,-0.00164),(-0.00002,0.00000),(-0.00010,-0.00002),(0.00079,-0.00318),(0.04645,0.01149),(0.00064,-0.00260),(-0.00006,-0.00001),(0.00000,0.00000)
(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00005,-0.00001),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00017,-0.00004),(0.00052,-0.00212),(-0.00012,-0.00003),(0.00000,0.00000),(0.00000,0.00000),(-0.00016,-0.00004),(0.00105,-0.00424),(0.05871,0.01453),(0.00078,-0.00313),(-0.00006,-0.00001),(-0.00004,-0.00001),(0.00052,-0.00212),(0.06231,0.01542),(-0.23872,0.96473),(0.05095,0.01261),(0.00021,-0.00087),(0.00000,0.00000),(-0.00009,-0.00002),(0.00065,-0.00263),(0.04027,0.00996),(0.00043,-0.00174),(-0.00002,0.00000)
(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00004,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00011,-0.00003),(0.00041,-0.00164),(-0.00006,-0.00001),(0.00000,0.00000),(0.00000,0.00000),(-0.00011,-0.00003),(0.00077,-0.00310),(0.05095,0.01261),(0.00044,-0.00177),(0.00000,0.00000),(-0.00004,0.00000),(0.00041,-0.00164),(0.05095,0.01261),(-0.23926,0.96691),(0.03293,0.00815),(0.00000,0.00000),(0.00000,0.00000),(-0.00006,-0.00001),(0.00044,-0.00177),(0.03293,0.00815),(0.00020,-0.00079)
(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00002,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00006,-0.00001),(0.00029,-0.00116),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00005,-0.00001),(0.00043,-0.00174),(0.04168,0.01031),(0.00000,0.00000),(0.00000,0.00000),(-0.00002,0.00000),(0.00021,-0.00087),(0.03293,0.00815),(-0.23977,0.96898),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00002,0.00000),(0.00021,-0.00084),(0.02332,0.00577)
(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00007,-0.00002),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00057,-0.00229),(-0.00013,-0.00003),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.05699,0.01410),(0.00076,-0.00308),(-0.00010,-0.00002),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.23944,0.96764),(0.05205,0.01288),(0.00039,-0.00158),(-0.00003,0.00000),(0.00000,0.00000),(0.00000,0.00000)
(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00006,-0.00001),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00012,-0.00003),(0.00048,-0.00193),(-0.00012,-0.00003),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00076,-0.00307),(0.05193,0.01285),(0.00079,-0.00318),(-0.00009,-0.00002),(0.00000,0.00000),(0.00000,0.00000),(0.05205,0.01288),(-0.23907,0.96613),(0.05887,0.01457),(0.00041,-0.00165),(-0.00002,0.00000),(0.00000,0.00000)
(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00004,-0.00001),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00012,-0.00003),(0.00039,-0.00158),(-0.00009,-0.00002),(0.00000,0.00000),(0.00000,0.00000),(-0.00009,-0.00002),(0.00078,-0.00316),(0.04645,0.01149),(0.00065,-0.00263),(-0.00006,-0.00001),(0.00000,0.00000),(0.00039,-0.00158),(0.05887,0.01457),(-0.23911,0.96630),(0.05410,0.01339),(0.00029,-0.00116),(0.00000,0.00000)
(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00003,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00009,-0.00002),(0.00030,-0.00122),(-0.00006,-0.00001),(0.00000,0.00000),(0.00000,0.00000),(-0.00009,-0.00002),(0.00064,-0.00260),(0.04027,0.00996),(0.00044,-0.00177),(-0.00002,0.00000),(-0.00003,0.00000),(0.00041,-0.00165),(0.05410,0.01339),(-0.23940,0.96747),(0.04168,0.01031),(0.00012,-0.00050)
(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00002,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00005,-0.00001),(0.00021,-0.00087),(-0.00002,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00006,-0.00001),(0.00043,-0.00174),(0.03293,0.00815),(0.00021,-0.00084),(0.00000,0.00000),(-0.00002,0.00000),(0.00029,-0.00116),(0.04168,0.01031),(-0.23977,0.96898),(0.02332,0.00577)
(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00002,0.00000),(0.00012,-0.00050),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.00002,0.00000),(0.00020,-0.00079),(0.02332,0.00577),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00012,-0.00050),(0.02332,0.00577),(-0.24006,0.97016)
